,words
5002,oh
5003,god
5004,right
5005,ask
5006,vice
5007,president
5008,biden
5009,question
5010,ask
5011,vice
5012,president
5013,biden
5014,vice
5015,president
5016,biden
5017,give
5018,chance
5019,respond
5020,within
5021,context
5022,crime
5023,bill
5024,support
5025,contribute
5026,incarceration
5027,ten
5028,thousand
5029,young
5030,black
5031,men
5032,small
5033,amount
5034,drug
5035,possession
5036,son
5037,brother
5038,father
5039,uncle
5040,whose
5041,family
5042,still
5043,day
5044,suffer
5045,consequence
5046,speak
5047,family
5048,vote
5049,get
5050,do
5051,talk
5052,action
5053,politician
5054,get
5055,become
5056,president
5057,vice
5058,president
5059,along
5060,obama
5061,president
5062,leader
5063,eight
5064,year
5065,get
5066,do
5067,eight
5068,year
5069,get
5070,do
5071,get
5072,do
5073,talk
5074,action
5075,joe
5076,get
5077,lot
5078,do
5079,release
5080,get
5081,prisoner
5082,crosstalk
5083,prisoner
5084,release
5085,federal
5086,prison
5087,thousand
5088,people
5089,give
5090,clemency
5091,inaudible
5092,fact
5093,one
5094,put
5095,legislation
5096,could
5097,look
5098,pattern
5099,practice
5100,police
5101,department
5102,conduct
5103,could
5104,begin
5105,process
5106,lose
5107,election
5108,run
5109,win
5110,back
5111,election
5112,change
5113,terrible
5114,policy
5115,one
5116,question
5117,eight
5118,year
5119,short
5120,time
5121,ago
5122,put
5123,ten
5124,thousand
5125,mostly
5126,black
5127,young
5128,men
5129,prison
5130,undo
5131,get
5132,do
5133,eight
5134,year
5135,obama
5136,joe
5137,talk
5138,action
5139,well
5140,get
5141,talk
5142,joe
5143,sometimes
5144,get
5145,talk
5146,like
5147,criminal
5148,justice
5149,reform
5150,talk
5151,democrat
5152,gentleman
5153,run
5154,time
5155,get
5156,get
5157,onto
5158,climate
5159,change
5160,please
5161,different
5162,vision
5163,climate
5164,change
5165,president
5166,trump
5167,environmental
5168,regulation
5169,hurt
5170,job
5171,energy
5172,sector
5173,vice
5174,president
5175,biden
5176,address
5177,climate
5178,change
5179,opportunity
5180,create
5181,new
5182,job
5183,would
5184,combat
5185,climate
5186,change
5187,support
5188,job
5189,growth
5190,time
5191,start
5192,president
5193,trump
5194,two
5195,minute
5196,uninterrupted
5197,put
5198,u
5199,u
5200,great
5201,disservice
5202,away
5203,business
5204,sacrifice
5205,ten
5206,million
5207,job
5208,thousand
5209,thousand
5210,company
5211,paris
5212,accord
5213,unfair
5214,china
5215,kick
5216,russia
5217,back
5218,low
5219,standard
5220,kick
5221,right
5222,away
5223,would
5224,would
5225,destroy
5226,business
5227,ready
5228,do
5229,incredible
5230,job
5231,environmentally
5232,cleanest
5233,air
5234,cleanest
5235,water
5236,best
5237,carbon
5238,emission
5239,standard
5240,many
5241,many
5242,year
5243,destroy
5244,industry
5245,leak
5246,much
5247,energy
5248,save
5249,hundred
5250,million
5251,barrel
5252,oil
5253,process
5254,create
5255,significant
5256,number
5257,job
5258,whole
5259,idea
5260,create
5261,million
5262,job
5263,clean
5264,environment
5265,health
5266,job
5267,stake
5268,happen
5269,right
5270,wall
5271,street
5272,firm
5273,indicate
5274,plan
5275,plan
5276,fact
5277,create
5278,million
5279,job
5280,million
5281,wall
5282,street
5283,create
5284,trillion
5285,economic
5286,growth
5287,proposal
5288,climate
5289,economy
5290,crosstalk
5291,okay
5292,okay
5293,vicepresident
5294,respond
5295,run
5296,time
5297,lot
5298,question
5299,get
5300,back
5301,hear
5302,vice
5303,president
5304,number
5305,question
5306,fastest
5307,grow
5308,industry
5309,america
5310,electric
5311,excuse
5312,solar
5313,energy
5314,wind
5315,wind
5316,cause
5317,cancer
5318,windmill
5319,fastest
5320,grow
5321,job
5322,pay
5323,good
5324,prevail
5325,wag
5326,buck
5327,hour
5328,grow
5329,cleaner
5330,route
5331,propose
5332,please
5333,respond
5334,follow
5335,one
5336,solar
5337,love
5338,solar
5339,solar
5340,quite
5341,yet
5342,powerful
5343,yet
5344,really
5345,run
5346,big
5347,beautiful
5348,factory
5349,need
5350,compete
5351,world
5352,pipe
5353,dream
5354,greatest
5355,economy
5356,world
5357,kill
5358,economy
5359,get
5360,rid
5361,oil
5362,industry
5363,fracking
5364,allow
5365,vice
5366,president
5367,biden
5368,respond
5369,put
5370,would
5371,rule
5372,ban
5373,fracking
5374,one
5375,question
5376,pile
5377,good
5378,fracking
5379,federal
5380,land
5381,fracking
5382,andor
5383,oil
5384,federal
5385,land
5386,somebody
5387,live
5388,hear
5389,number
5390,statistic
5391,tremendous
5392,amount
5393,money
5394,economically
5395,save
5396,save
5397,number
5398,month
5399,ago
5400,oil
5401,crash
5402,pandemic
5403,save
5404,okay
5405,one
5406,final
5407,question
5408,call
5409,would
5410,close
5411,dow
5412,oil
5413,industry
5414,oh
5415,big
5416,statement
5417,big
5418,statement
5419,deal
5420,well
5421,finish
5422,statement
5423,replace
5424,renewable
5425,energy
5426,time
5427,time
5428,stop
5429,give
5430,oil
5431,industry
5432,stop
5433,give
5434,federal
5435,subsidy
5436,get
5437,federal
5438,subsidy
5439,gas
5440,oh
5441,excuse
5442,solar
5443,wind
5444,give
5445,oil
5446,industry
5447,okay
5448,one
5449,final
5450,question
5451,mr
5452,president
5453,everything
5454,context
5455,point
5456,look
5457,move
5458,toward
5459,net
5460,zero
5461,emission
5462,first
5463,place
5464,year
5465,energy
5466,production
5467,totally
5468,get
5469,china
5470,move
5471,onto
5472,final
5473,question
5474,rejoin
5475,paris
5476,accord
5477,china
5478,abide
5479,agree
5480,success
5481,bring
5482,u
5483,together
5484,road
5485,success
5486,cut
5487,tax
5488,raise
5489,everybody
5490,tax
5491,put
5492,new
5493,regulation
5494,everything
5495,kill
5496,get
5497,depression
5498,like
5499,never
5500,k
5501,hell
5502,sad
5503,day
5504,country
5505,american
5506,president
5507,represent
5508,whether
5509,vote
5510,sure
5511,represent
5512,give
5513,hope
5514,move
5515,choose
5516,science
5517,fiction
5518,choose
5519,hope
5520,fear
5521,choose
5522,move
5523,forward
5524,enormous
5525,opportunity
5526,enormous
5527,opportunity
5528,better
5529,right
5530,thank
5531,robust
5532,hour
5533,half
5534,fantastic
5535,debate
5536,really
5537,appreciate
5538,president
5539,trump
5540,former
5541,vice
5542,president
5543,joe
5544,biden
5545,thank
5546,belmont
5547,university
5548,host
5549,u
5550,tonight
5551,importantly
5552,thank
5553,watch
5554,tonight
5555,election
5556,day
5557,november
5558,forget
5559,vote
5560,thank
5561,everyone
5562,great
5563,night
